Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,UTM_easting,UTM_northing,RTK,Zone,Letter
1665097336.998509,0,82937,0,GPS1_Frame,42.33854233333333,-71.08617433333333,25.7,328143.21155611565,4689473.009792889,4,19,T
1665097338.0294123,0,82938,0,GPS1_Frame,42.338539499999996,-71.08617083333334,25.7,328143.4921755445,4689472.6880987715,4,19,T
1665097339.0039334,0,82939,0,GPS1_Frame,42.338537333333335,-71.0861665,25.8,328143.843263161,4689472.4387486335,4,19,T
1665097340.027267,0,82940,0,GPS1_Frame,42.33853383333334,-71.086162,25.8,328144.2044488272,4689472.041005148,4,19,T
1665097341.000876,0,82941,0,GPS1_Frame,42.33853083333334,-71.08615716666667,25.8,328144.5944574605,4689471.69810916,4,19,T
1665097342.0270586,0,82942,0,GPS1_Frame,42.33852783333334,-71.08615333333334,25.8,328144.90208375617,4689471.357234329,4,19,T
1665097343.0035071,0,82943,0,GPS1_Frame,42.338525,-71.08615,25.8,328145.1689729367,4689471.03587714,4,19,T
1665097344.0316515,0,82944,0,GPS1_Frame,42.33852266666666,-71.08614583333333,25.8,328145.5058762564,4689470.76835688,4,19,T
1665097345.006372,0,82945,0,GPS1_Frame,42.33852033333333,-71.08614216666666,25.8,328145.8015884077,4689470.5018472,4,19,T
1665097346.0254416,0,82946,0,GPS1_Frame,42.3385175,-71.0861385,25.8,328146.09593845904,4689470.179816343,4,19,T
1665097347.0023503,0,82947,0,GPS1_Frame,42.3385145,-71.08613466666667,25.8,328146.4035648985,4689469.8389415825,4,19,T
1665097348.0299501,0,82948,0,GPS1_Frame,42.33851216666667,-71.08613016666666,25.8,328146.76792912115,4689469.570747684,4,19,T
1665097349.0073993,0,82949,0,GPS1_Frame,42.33850916666667,-71.08612616666666,25.8,328147.0892860183,4689469.229536103,4,19,T
1665097350.0330513,0,82950,0,GPS1_Frame,42.338506666666675,-71.08612183333334,25.8,328147.43946585926,4689468.943172027,4,19,T
1665097351.0087423,0,82951,0,GPS1_Frame,42.338503666666675,-71.0861175,25.8,328147.78828362236,4689468.601286781,4,19,T
1665097352.0279007,0,82952,0,GPS1_Frame,42.338502,-71.086115,25.9,328147.9896992836,4689468.4111634,4,19,T
1665097353.004772,0,82953,0,GPS1_Frame,42.33850166666666,-71.08611433333334,25.9,328148.04371281766,4689468.372801878,4,19,T
1665097354.0316253,0,82954,0,GPS1_Frame,42.338499166666665,-71.08611066666667,25.9,328148.3389711352,4689468.087785246,4,19,T
1665097355.002796,0,82955,0,GPS1_Frame,42.33849683333333,-71.08610733333333,25.9,328148.6072227019,4689467.82194939,4,19,T
1665097356.0286021,0,82956,0,GPS1_Frame,42.33849466666667,-71.086106,25.9,328148.71116348833,4689467.578662779,4,19,T
1665097357.006766,0,82957,0,GPS1_Frame,42.33849283333334,-71.08610433333334,25.9,328148.8434731534,4689467.371716602,4,19,T
1665097358.0270867,0,82958,0,GPS1_Frame,42.338490666666665,-71.08610616666667,25.9,328148.68653627904,4689467.1348300995,4,19,T
1665097359.0059597,0,82959,0,GPS1_Frame,42.33848833333333,-71.0861085,26.0,328148.4879541459,4689466.880447081,4,19,T
1665097360.027061,0,82960,0,GPS1_Frame,42.33848516666667,-71.08611316666666,26.0,328148.09487615305,4689466.538244634,4,19,T
1665097361.0003407,0,82961,0,GPS1_Frame,42.33848216666667,-71.08611666666667,26.0,328147.798364997,4689466.212191325,4,19,T
1665097362.031461,0,82962,0,GPS1_Frame,42.33847866666667,-71.08612083333334,26.0,328147.44557008106,4689465.831964235,4,19,T
1665097363.0054736,0,82963,0,GPS1_Frame,42.33847516666666,-71.086125,26.0,328147.09277512756,4689465.451737162,4,19,T
1665097364.0248978,0,82964,0,GPS1_Frame,42.33847233333333,-71.08612833333333,26.1,328146.81044832675,4689465.143854103,4,19,T
1665097365.001076,0,82965,0,GPS1_Frame,42.3384695,-71.08613183333334,26.1,328146.5143910975,4689464.836307909,4,19,T
1665097366.0279121,0,82966,0,GPS1_Frame,42.33846666666667,-71.0861355,26.1,328146.2046034295,4689464.529098578,4,19,T
1665097367.0038202,0,82967,0,GPS1_Frame,42.33846383333333,-71.086139,26.1,328145.9085461484,4689464.221552406,4,19,T
1665097368.0324113,0,82968,0,GPS1_Frame,42.33846100000001,-71.08614233333333,26.2,328145.6262192499,4689463.913669395,4,19,T
1665097369.0017035,0,82969,0,GPS1_Frame,42.33845800000001,-71.086146,26.2,328145.3159774635,4689463.587953038,4,19,T
1665097370.0278323,0,82970,0,GPS1_Frame,42.33845483333333,-71.08614899999999,26.2,328145.0602032542,4689463.242382209,4,19,T
1665097371.0033154,0,82971,0,GPS1_Frame,42.338451666666664,-71.08615316666666,26.2,328144.7083161307,4689462.899169379,4,19,T
1665097372.0268295,0,82972,0,GPS1_Frame,42.338449000000004,-71.0861565,26.2,328144.4264431725,4689462.609793475,4,19,T
1665097372.9999318,0,82973,0,GPS1_Frame,42.33844633333333,-71.08616016666666,26.2,328144.1171093645,4689462.321091296,4,19,T
1665097374.027084,0,82974,0,GPS1_Frame,42.3384435,-71.086163,26.3,328143.87597355776,4689462.0121977795,4,19,T
1665097375.0021172,0,82975,0,GPS1_Frame,42.33844083333334,-71.08616716666667,26.3,328143.52544845553,4689461.724506196,4,19,T
1665097376.0259726,0,82976,0,GPS1_Frame,42.338438,-71.08617033333333,26.3,328143.2568517728,4689461.416286415,4,19,T
1665097377.0012217,0,82977,0,GPS1_Frame,42.33843483333333,-71.0861745,26.3,328142.9049644717,4689461.073073672,4,19,T
1665097378.025639,0,82978,0,GPS1_Frame,42.338432,-71.08617766666666,26.3,328142.63636773766,4689460.764853914,4,19,T
1665097379.0038297,0,82979,0,GPS1_Frame,42.33842916666667,-71.08618150000001,26.3,328142.3128493078,4689460.457981607,4,19,T
1665097380.0300932,0,82980,0,GPS1_Frame,42.338426,-71.08618483333333,26.4,328142.0296140049,4689460.113084603,4,19,T
1665097381.0029488,0,82981,0,GPS1_Frame,42.338423,-71.08618833333334,26.4,328141.7331023073,4689459.787031535,4,19,T
1665097382.0227919,0,82982,0,GPS1_Frame,42.33841949999999,-71.08619183333333,26.4,328141.43522842776,4689459.405457291,4,19,T
1665097382.9970412,0,82983,0,GPS1_Frame,42.33841616666667,-71.086196,26.4,328141.08288688917,4689459.043737571,4,19,T
1665097384.02578,0,82984,0,GPS1_Frame,42.33841283333333,-71.08620033333334,26.5,328140.7168148919,4689458.682354726,4,19,T
1665097385.0016413,0,82985,0,GPS1_Frame,42.338409333333324,-71.0862045,26.5,328140.36401922454,4689458.302127977,4,19,T
1665097386.0283096,0,82986,0,GPS1_Frame,42.33840566666666,-71.08620916666668,26.5,328139.96957819746,4689457.904404772,4,19,T
1665097387.0023026,0,82987,0,GPS1_Frame,42.338401833333336,-71.08621266666667,26.6,328139.6707960362,4689457.48581647,4,19,T
1665097388.0261772,0,82988,0,GPS1_Frame,42.33839833333333,-71.08621733333332,26.5,328139.27680898254,4689457.106600367,4,19,T
1665097389.003404,0,82989,0,GPS1_Frame,42.338395000000006,-71.08622116666668,26.6,328138.95192806784,4689456.744207018,4,19,T
1665097390.025375,0,82990,0,GPS1_Frame,42.338391833333326,-71.0862255,26.6,328138.5863099029,4689456.401331344,4,19,T
1665097391.0019102,0,82991,0,GPS1_Frame,42.3383885,-71.08622983333333,26.6,328138.220237645,4689456.0399486255,4,19,T
1665097392.024113,0,82992,0,GPS1_Frame,42.3383855,-71.086234,26.7,328137.8688038976,4689455.715243186,4,19,T
1665097392.9994779,0,82993,0,GPS1_Frame,42.33838183333334,-71.08623800000001,26.7,328137.52928429784,4689455.31617264,4,19,T
1665097394.028145,0,82994,0,GPS1_Frame,42.338379,-71.08624166666667,26.7,328137.2194958296,4689455.0089636855,4,19,T
1665097395.000743,0,82995,0,GPS1_Frame,42.338375666666664,-71.08624616666665,26.7,328136.8396930016,4689454.647917905,4,19,T
1665097396.0193894,0,82996,0,GPS1_Frame,42.33837233333334,-71.08625033333333,26.7,328136.4873509919,4689454.286198406,4,19,T
1665097397.002715,0,82997,0,GPS1_Frame,42.33836899999999,-71.086255,26.8,328136.0938176554,4689453.925489534,4,19,T
1665097398.0305285,0,82998,0,GPS1_Frame,42.33836516666667,-71.08625950000001,26.8,328135.7126525122,4689453.5089226235,4,19,T
1665097399.0028977,0,82999,0,GPS1_Frame,42.33836183333333,-71.0862635,26.8,328135.37404082064,4689453.146866302,4,19,T
1665097400.0237653,0,83000,0,GPS1_Frame,42.33835883333333,-71.08626816666667,26.9,328134.9814154997,4689452.823171617,4,19,T
1665097400.9974315,0,83001,0,GPS1_Frame,42.338355333333325,-71.086272,26.9,328134.65608010726,4689452.442271392,4,19,T
1665097402.0279489,0,83002,0,GPS1_Frame,42.33835183333334,-71.08627633333334,26.9,328134.2895533718,4689452.062381809,4,19,T
1665097403.00212,0,83003,0,GPS1_Frame,42.3383485,-71.08628,26.9,328133.9784024109,4689451.699651801,4,19,T
1665097404.0241456,0,83004,0,GPS1_Frame,42.33834483333333,-71.08628399999999,27.0,328133.6388824076,4689451.300581433,4,19,T
1665097405.0007987,0,83005,0,GPS1_Frame,42.338341166666666,-71.0862885,27.0,328133.2581710531,4689450.902521711,4,19,T
1665097406.0202115,0,83006,0,GPS1_Frame,42.33833800000001,-71.08629283333333,27.0,328132.892552312,4689450.559646321,4,19,T
1665097407.000521,0,83007,0,GPS1_Frame,42.33833533333333,-71.0862975,27.0,328132.50083488156,4689450.272965898,4,19,T
1665097408.0285804,0,83008,0,GPS1_Frame,42.33833183333333,-71.08630133333332,27.1,328132.1754992388,4689449.89206578,4,19,T
1665097409.0011241,0,83009,0,GPS1_Frame,42.33832833333333,-71.08630633333334,27.1,328131.75405048265,4689449.5135238385,4,19,T
1665097410.0253952,0,83010,0,GPS1_Frame,42.3383245,-71.08631016666666,27.1,328131.42780661245,4689449.095609629,4,19,T
1665097411.0015073,0,83011,0,GPS1_Frame,42.338320833333334,-71.08631399999999,27.1,328131.1020167818,4689448.696202496,4,19,T
1665097412.025801,0,83012,0,GPS1_Frame,42.338317,-71.08631816666666,27.2,328130.7483119514,4689448.2789620785,4,19,T
1665097413.0034027,0,83013,0,GPS1_Frame,42.338313,-71.08632216666666,27.2,328130.4078834455,4689447.842877731,4,19,T
1665097414.0274794,0,83014,0,GPS1_Frame,42.338309166666676,-71.0863275,27.2,328129.9580654268,4689447.427995531,4,19,T
1665097415.002749,0,83015,0,GPS1_Frame,42.3383055,-71.08633233333333,27.2,328129.5498927714,4689447.030609767,4,19,T
1665097416.0300457,0,83016,0,GPS1_Frame,42.338302000000006,-71.086337,27.3,328129.1559045976,4689446.651394206,4,19,T
1665097417.0028667,0,83017,0,GPS1_Frame,42.33829816666666,-71.08634166666667,27.3,328128.761008215,4689446.235164536,4,19,T
