Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,UTM_easting,UTM_northing,RTK,Zone,Letter
1665096738.023332,0,82338,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096739.049151,0,82339,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096740.0219913,0,82340,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096741.0463748,0,82341,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096742.0222676,0,82342,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096743.043391,0,82343,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096744.0218072,0,82344,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096745.0450118,0,82345,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096746.0217328,0,82346,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096747.0479977,0,82347,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096748.022934,0,82348,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096749.0433762,0,82349,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096750.0205817,0,82350,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096751.0442538,0,82351,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096752.018379,0,82352,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096753.042872,0,82353,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096754.021789,0,82354,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096755.036646,0,82355,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096756.0214262,0,82356,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096757.0457652,0,82357,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096758.0215466,0,82358,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096759.046997,0,82359,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096760.022608,0,82360,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096761.0326233,0,82361,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096762.0193882,0,82362,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096763.0459497,0,82363,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096764.0221903,0,82364,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096765.0402107,0,82365,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096766.0205314,0,82366,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096767.0435681,0,82367,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096768.0206485,0,82368,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096769.0443573,0,82369,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096770.0193512,0,82370,0,GPS1_Frame,42.338264166666676,-71.08651,27.4,328114.80061712745,4689442.799991886,4,19,T
1665096771.0433717,0,82371,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096772.0209303,0,82372,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096773.0470622,0,82373,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096774.02556,0,82374,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096775.0407836,0,82375,0,GPS1_Frame,42.338264166666676,-71.08651,27.4,328114.80061712745,4689442.799991886,4,19,T
1665096776.0203052,0,82376,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096777.041275,0,82377,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096778.0197048,0,82378,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096779.0415037,0,82379,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096780.015131,0,82380,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096781.0450256,0,82381,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096782.0207558,0,82382,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096783.0446343,0,82383,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096784.0188787,0,82384,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096785.045231,0,82385,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096786.0207412,0,82386,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096787.0465553,0,82387,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096788.0188177,0,82388,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096789.041394,0,82389,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096790.0203326,0,82390,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096791.0435474,0,82391,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096792.0200467,0,82392,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096793.043427,0,82393,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096794.0192578,0,82394,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096795.0447764,0,82395,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096796.019816,0,82396,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096797.042087,0,82397,0,GPS1_Frame,42.338263833333336,-71.08651033333334,27.4,328114.7722479814,4689442.763651584,4,19,T
1665096798.0152647,0,82398,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096799.0425003,0,82399,0,GPS1_Frame,42.338264166666676,-71.08651016666666,27.4,328114.7868866741,4689442.800328799,4,19,T
1665096800.0198054,0,82400,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096801.0436785,0,82401,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096802.0168796,0,82402,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096803.0456302,0,82403,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096804.0196807,0,82404,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096805.0429966,0,82405,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096806.018399,0,82406,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096807.042571,0,82407,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096808.0196528,0,82408,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096809.0350366,0,82409,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096810.0190072,0,82410,0,GPS1_Frame,42.338264166666676,-71.08651,27.4,328114.80061712745,4689442.799991886,4,19,T
1665096811.0425756,0,82411,0,GPS1_Frame,42.338264166666676,-71.08651,27.4,328114.80061712745,4689442.799991886,4,19,T
1665096812.0194638,0,82412,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096813.0442674,0,82413,0,GPS1_Frame,42.338264166666676,-71.08651,27.4,328114.80061712745,4689442.799991886,4,19,T
1665096814.020766,0,82414,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096815.038191,0,82415,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096816.0189707,0,82416,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096817.044453,0,82417,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096818.0201213,0,82418,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096819.0443742,0,82419,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096820.0188699,0,82420,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096821.0436196,0,82421,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096822.0192256,0,82422,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096823.045135,0,82423,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096824.0185237,0,82424,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096825.0445254,0,82425,0,GPS1_Frame,42.338264166666676,-71.08651,27.4,328114.80061712745,4689442.799991886,4,19,T
1665096826.020306,0,82426,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096827.0424607,0,82427,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096828.020101,0,82428,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096829.0439818,0,82429,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096830.0187955,0,82430,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096831.0375185,0,82431,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096832.0191534,0,82432,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096833.0392623,0,82433,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096834.016277,0,82434,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096835.0441866,0,82435,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096836.0197668,0,82436,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096837.0434248,0,82437,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096838.0176318,0,82438,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096839.0418243,0,82439,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096840.0159853,0,82440,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096841.0434766,0,82441,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096842.0175252,0,82442,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096843.041901,0,82443,0,GPS1_Frame,42.338263999999995,-71.08651016666666,27.4,328114.7864325545,4689442.781821734,4,19,T
1665096844.0184715,0,82444,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
1665096845.0419037,0,82445,0,GPS1_Frame,42.338263999999995,-71.08651,27.4,328114.8001630078,4689442.781484822,4,19,T
