Time,Header.seq,Header.stamp.secs,Header.stamp.nsecs,Header.frame_id,Latitude,Longitude,Altitude,UTM_easting,UTM_northing,RTK,Zone,Letter
1665100990.0879476,0,190,0,GPS1_Frame,42.338744,-71.08843916666666,9.5,327957.17923300236,4689499.983406716,5,19,T
1665100991.0886464,0,191,0,GPS1_Frame,42.33874416666666,-71.08843983333333,9.3,327957.1247661427,4689500.003262684,5,19,T
1665100992.0825007,0,192,0,GPS1_Frame,42.33874383333333,-71.08844016666667,9.2,327957.0963963533,4689499.966923002,5,19,T
1665100993.0886352,0,193,0,GPS1_Frame,42.33874266666667,-71.08844016666667,9.2,327957.09321454325,4689499.837373534,5,19,T
1665100994.085226,0,194,0,GPS1_Frame,42.33874183333334,-71.08844016666667,9.1,327957.0909418218,4689499.7448382,5,19,T
1665100995.0901186,0,195,0,GPS1_Frame,42.33874083333333,-71.08844016666667,9.1,327957.08821455605,4689499.633795797,5,19,T
1665100996.0812123,0,196,0,GPS1_Frame,42.33874000000001,-71.08844033333334,9.0,327957.07221148344,4689499.541597689,5,19,T
1665100997.0887077,0,197,0,GPS1_Frame,42.33873833333334,-71.08843983333333,9.0,327957.10885709536,4689499.355515344,5,19,T
1665100998.0848584,0,198,0,GPS1_Frame,42.33873616666666,-71.08843966666667,9.1,327957.1166783732,4689499.114586248,5,19,T
1665100999.0931377,0,199,0,GPS1_Frame,42.33873416666667,-71.08843916666666,9.2,327957.1524149035,4689498.891489769,5,19,T
1665101000.0948503,0,200,0,GPS1_Frame,42.338733166666664,-71.08843933333333,9.2,327957.1359572867,4689498.780784592,5,19,T
1665101001.0876896,0,201,0,GPS1_Frame,42.338732666666665,-71.0884395,9.2,327957.1208632996,4689498.725600617,5,19,T
1665101002.090784,0,202,0,GPS1_Frame,42.33873233333334,-71.08843933333333,9.3,327957.1336845666,4689498.688249259,5,19,T
1665101003.0927916,0,203,0,GPS1_Frame,42.338731499999994,-71.08843916666666,9.2,327957.1451421996,4689498.595376699,5,19,T
1665101004.091318,0,204,0,GPS1_Frame,42.33873116666667,-71.08843916666666,9.1,327957.14423311164,4689498.558362565,5,19,T
1665101005.0852575,0,205,0,GPS1_Frame,42.338731333333335,-71.08843866666666,9.1,327957.18587871734,4689498.575857957,5,19,T
1665101006.0911024,0,206,0,GPS1_Frame,42.33873366666667,-71.08843783333333,9.2,327957.26089409506,4689498.833270769,5,19,T
1665101007.0855656,0,207,0,GPS1_Frame,42.338734666666674,-71.08843766666668,9.3,327957.2773517098,4689498.943975945,5,19,T
1665101008.086198,0,208,0,GPS1_Frame,42.338735,-71.08843766666668,9.3,327957.27826079715,4689498.980990077,5,19,T
1665101009.0948758,0,209,0,GPS1_Frame,42.338735,-71.0884375,9.3,327957.2919911495,4689498.980652852,5,19,T
1665101010.0908103,0,210,0,GPS1_Frame,42.338734499999994,-71.0884375,9.3,327957.29062751855,4689498.925131652,5,19,T
1665101011.091458,0,211,0,GPS1_Frame,42.3387355,-71.08843433333332,9.2,327957.55423148215,4689499.029766784,5,19,T
1665101012.0896795,0,212,0,GPS1_Frame,42.338738,-71.0884295,9.1,327957.9592298332,4689499.297593291,5,19,T
1665101013.0907187,0,213,0,GPS1_Frame,42.33873966666667,-71.088424,9.3,327958.4168768581,4689499.471535594,5,19,T
